Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,Inguinal Hernia,,Anatomy,Abdomen,What is the anatomical landmark differentiating direct vs indirect inguinal hernia?,Inguinal nerve,Deep inguinal ring,Inferior epigastric vessels,Superficial inguinal ring,None of them,C,Indirect hernia -> lateral to inferior epigastric vessels. Direct hernia -> medial to inferior epigastric vessels.
,,Abdominal Dermatomes,,Anatomy,Abdomen,What is the specific dermatomal level that corresponds to the skin sensation area surrounding the umbilicus?,T4,T7,T10,L1,None of them,C,"T10 is the standard dermatome level for the umbilicus, a key landmark for sensory assessment."
,,Lesser Sac,,Anatomy,Abdomen,Which of the following are the contents of the lesser sac?,Portal triad,CBD,Portal vein,Abdominal Aorta,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The question likely refers to the structures in the free edge of the Lesser Omentum (Hepatoduodenal ligament), which forms the anterior boundary of the Epiploic Foramen (entry to the Lesser Sac). This contains the **Portal Triad** (Portal Vein, Hepatic Artery, Common Bile Duct).
 
 <b>Option B, C:</b> These are components of the triad.
 
 <b>Option D:</b> The Abdominal Aorta is retroperitoneal, posterior to the lesser sac."
,,Inguinal Canal,,Anatomy,Abdomen,Which of the following structures is not part of the spermatic cord but is found within the inguinal canal?,Vas deferens,Testicular artery,Pampiniform plexus,Ilioinguinal nerve,Genital branch of genitofemoral nerve,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>The <b>Ilioinguinal Nerve</b> runs <b>within the Inguinal Canal</b> (anterior to the cord) but is <b>NOT</b> within the fascial layers of the spermatic cord itself."
,,Duodenal Relations,,Anatomy,Abdomen,Which structure is located anterior to the second part of the duodenum?,Right kidney,Head of pancreas,Inferior Vena Cava,Transverse colon,None of them,D,"The transverse colon and its mesentery typically cross anteriorly to the second part of the duodenum, separating it from the abdominal wall."
,,Splenic Ligaments,,Anatomy,Abdomen,"While doing surgery splenic vessel need to be ligated, they are present in which ligament?",Gastro splenic ligament,Hepatosplenic ligament,Linorenal ligament,Splenogastric ligament,None of them,C,"Splenorenal (Linorenal) ligament has – Splenic artery, vein and Tail of pancreas"
,,Splenic Ligaments,,Anatomy,Abdomen,"While doing surgery, splenic vessels need to be ligated. They are present in which ligament?",Gastrosplenic ligament,Hepatosplenic ligament,Linorenal ligament,Splenogastric ligament,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 The Linorenal (Splenorenal) ligament connects the spleen to the posterior abdominal wall (near the left kidney) and contains the Splenic Artery, Splenic Vein, and the Tail of the Pancreas.
 
 <b>Option A:</b> The Gastrosplenic ligament contains the Short Gastric vessels and Left Gastroepiploic vessels.
 
 <b>Option B:</b> There is no hepatosplenic ligament."
,,Pancreatic Fistula,,Anatomy,Abdomen,Young Patient with 5 episodes of vomiting and no other symptoms On investigation an air fistula between pancreatic tail and GI Where is the fistula?,Colon,Descending colon,Stomach,Duodenum,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br><b>User Note:</b> The Pancreatic Tail is in contact with the Spleen, Stomach, and Splenic Flexure of the Colon. The Jejunum (Key D) is also nearby (Duodenojejunal flexure). Given the key is <b>D (Jejunum)</b>, the fistula is likely Pancreatico-jejunal."
,,,,Anatomy,Abdomen,"A patient presents with abdominal pain, bleeding from the posterior wall of the gastric antrum, and signs of pancreatitis. Which peritoneal compartment is most likely affected?",Renal pelvis,Lesser sac,Subhepatic recess,Greater sac,,B,SK-22
,,,,Anatomy,Abdomen,Which type of nerve carries pain sensations from irritation of the parietal peritoneum?,Somatic nerves,Visceral afferents,Autonomic nerves,Olfactory nerve,,A,SK-22
,,,,Anatomy,Abdomen,A woman presents with a swelling just inferior and lateral to the pubic tubercle. What is the most likely diagnosis?,Pancreatic pseudocyst,Direct inguinal hernia,Indirect inguinal hernia,Femoral hernia,,D,SK-22
,,,,Anatomy,Abdomen,A posterior perforation of the gastric antrum allows gastric contents to enter which anatomic space?,Retroperitoneum,Lesser sac,Subarachnoid space,Greater sac,,B,SK-22
,,,,Anatomy,Abdomen,"An elderly woman has an incisional hernia at a previous abdominal incision and is taken for surgical exploration. After incising the skin and superficial layers, which structure is encountered immediately when the hernia sac is opened?",Thoracic pleura,Rectus abdominis,External oblique aponeurosis,Fascia transversalis,,D,SK-22
,,,,Anatomy,Abdomen,Ischemic colitis is confined to the transverse colon. Which arterial branch is most likely occluded?,Right colic artery,Femoral artery,Middle colic artery,Left colic artery,,C,SK-22
,,,,Anatomy,Abdomen,A posterior duodenal ulcer has caused gastrointestinal bleeding. Which artery is most likely to have been eroded?,Left gastric artery,Gastroduodenal artery,Femoral artery,Splenic artery,,B,SK-22
,,,,Anatomy,Abdomen,Which nerve is most commonly injured during an appendectomy?,Phrenic nerve,Femoral nerve,Ilioinguinal nerve,Iliohypogastric nerve,,D,SK-22
,,,,Anatomy,Abdomen,A patient sustained a 3 cm vertical stab wound on the right lateral side of the linea alba. He was initially stable but later developed hypotension and shock; which vessel is most likely injured?,IVC,Pulmonary artery,Superior mesenteric Artery,Abdominal Aorta,,A,SK-22
,,,,Anatomy,Abdomen,"During a procedure posterior to the stomach, which artery lies directly behind the stomach?",Superior mesenteric artery,Celiac trunk,Splenic artery,Femoral artery,,C,SK-22
,,,,Anatomy,Abdomen,Which position does the deep inguinal ring occupy relative to the inferior epigastric vessels?,Anterior to the spleen,Lateral,Medial,Superior,,B,SK-22
,,,,Anatomy,Abdomen,An ulcer in the proximal (upper) duodenum bleeds due to injury to which artery?,Left gastric,Gastroduodenal,Inferior pancreaticoduodenal,Femoral artery,,B,SK-22
,,,,Anatomy,Abdomen,"On an axial radiograph, a structure is absent at the T11 level but present at T12 posterior to the stomach. Identify the structure.",Spleen,IVC,Femur,Tail of Pancreas,,D,SK-22
,,,,Anatomy,Abdomen,You identify a hernia protruding below the inguinal ligament. Which structure forms the posterior wall of this hernia?,Cremasteric fascia,Conjoint tendon,Fascia iliaca,Transverse colon,,C,SK-22
,,,,Anatomy,Abdomen,A perforated duodenal ulcer can erode arteries adjacent to the duodenum; which of the following arteries may be involved?,Gastroduodenal artery,Celiac trunk,Femoral artery,Inferior pancreaticoduodenal artery,,A,SK-22
,,Breast Lymphatics,,Anatomy,Breast,A female presents with mass in upper outer quadrant of breast which of the following draining axillary lymph nodes of this area of breast,Apical,Central,Anterior,Posterior,Lateral,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>The <b>Anterior (Pectoral) Group</b> of axillary lymph nodes receives the majority of lymph from the <b>Upper Outer Quadrant</b> of the breast."
,,,,Anatomy,Breast,Which lymph node group drains the lateral portion of the breast?,Central lymph nodes,Apical lymph nodes,Inguinal lymph nodes,Lateral lymph nodes,,A,SK-22
,,Superior Epigastric Artery,,Anatomy,Cardiovascular,A 27-year-old man sustains a stab wound just to the right and inferior to the xiphisternum at the level of the 6th costal cartilage. Which of the following structures is most likely to be injured?,Right atrium,Left atrium,Left ventricle,Ascending aorta,Left Pulmonary vein,C,"(Note: The Right Ventricle is the most anterior chamber and lies behind the sternum/xiphisternum. However, the provided key says ""Left Ventricle"" (C). Anatomically, a stab right of xiphisternum hits RV or Liver. If angled left, LV. Direct interpretation: Right Ventricle is most likely, but C is the text's answer)."
,,Coronary Circulation,,Anatomy,Cardiovascular,A blockage in the Left Circumflex artery will primarily compromise blood flow to which regions of the heart?,Apex of the left ventricle and anterior interventricular septum,Right atrium and right ventricle,Left atrium and the posterior wall of the left ventricle,Inferior wall of the left ventricle and posterior septum,None of them,C,The LCX runs in the atrioventricular groove and supplies the left atrium and the lateral and posterior walls of the left ventricle.
,,Internal Thoracic Artery,,Anatomy,Cardiovascular,A man is stabbed in the left 5th intercostal space close to the sternum. Which structure is most likely injured?,Left lung,Pericardium,Left ventricle,Aortic arch,None of them,B,Heart and pericardium lie immediately behind the 5th ICS near the sternum. (RV is most anterior).
,,Anterior Interventricular Artery,,Anatomy,Cardiovascular,A patient of MI. The artery supplying apex of heart is blocked. Which artery supply apex?,PDA,LCX,LAD,Left marginal artery,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>The <b>Left Anterior Descending (LAD)</b> artery supplies the anterior wall, septum, and the <b>Apex</b> of the heart."
,,Pericardial Sinuses,,Anatomy,Cardiovascular,"A patient sustained a splinter injury from a blast, resulting in damage to the pericardium. During surgery, the pericardium was found to be damaged on the inferior side. The surgeon inserted her fingers into the pericardium to locate a piece of shrapnel, moving inferiorly, then upwards and to the right, where her fingers stopped at a cul-de-sac near the base of the heart, formed by a fold of the pericardium. What is the most likely location of her fingers?",Coronary sulcus,Coronary sinus,Oblique sinus,Costodiaphragmatic recess,Costomediastinal recess,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 The Oblique Pericardial Sinus is a blind recess (cul-de-sac) on the posterior aspect of the heart, formed by the reflection of the serous pericardium around the pulmonary veins and vena cavae.
 
 <b>Option A:</b> The Coronary sulcus is the groove on the surface of the heart separating atria from ventricles.
 
 <b>Option B:</b> The Coronary sinus is a vein, not a pericardial space.
 
 <b>Option D, E:</b> These are recesses of the pleura (lungs), not the pericardium."
,,Internal Thoracic Artery,,Anatomy,Cardiovascular,A patient sustains a stab wound at the right 6th costal cartilage. Which structure is most likely injured?,Right ventricle,Right atrium,Right lung,Left atrium,None of them,B,"Right atrium is located at the right sternal border, around the 3rd-6th costal cartilages."
,,Coronary Circulation,,Anatomy,Cardiovascular,A patient with chronic kidney disease undergoes a procedure where the artery accompanying the left anterior descending coronary artery is of concern. Which vein runs alongside the LAD artery?,Small cardiac vein,Great cardiac vein,Middle cardiac vein,Coronary sinus,Anterior cardiac vein,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Great Cardiac Vein</b> runs in the anterior interventricular groove alongside the <b>Left Anterior Descending (LAD)</b> artery."
,,Aortic Hiatus,,Anatomy,Cardiovascular,A trauma patient is undergoing imaging after a high-impact motor vehicle accident. Radiologist notes that the descending thoracic aorta is injured at a vertebral level corresponing to the diaphragmatic hiatus. At which vertebral level is this injury most likely associated?,T8,T10,T12,L1,L3,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>The <b>Aortic Hiatus</b> (passage for the Aorta, Thoracic Duct, and Azygos Vein) is located at the level of <b>T12</b>."
,,Conducting System,,Anatomy,Cardiovascular,A young adult with a history of supraventricular tachycardia (SVT) is found to have an accessory pathway (AVRT) that connects the atria to the ventricles bypassing the AV node. What is the name of this accessory pathway?,Bundle of His,Bundle of Kent,Purkinje fibers,AV node,Bachmann's bundle,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Bundle of Kent</b> is the accessory conduction pathway seen in <b>Wolff-Parkinson-White (WPW) Syndrome</b>. It bypasses the AV node, leading to pre-excitation (Delta wave)."
