Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,,,Anatomy,Head & Neck,A 35-year-old patient presents with ear blockage. Which glands are responsible for wax production in the external auditory canal?,Sebaceous glands,Sweat glands,Ceruminous glands,Apocrine glands,None of them,C,Ceruminous glands (modified apocrine sweat glands) produce cerumen (earwax).
,,,,Anatomy,Head & Neck,A 40-year-old man presents with anterior neck swelling and fever following untreated pharyngitis. Imaging reveals spread of infection to the anterior mediastinum. This is most likely due to involvement of which of the following fascial spaces?,Retropharyngeal space,Pretracheal space,Prevertebral space,Carotid sheath,Submandibular space,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Pretracheal Space</b> lies anterior to the trachea and extends inferiorly into the <b>Anterior Mediastinum</b>. Infections here (from thyroid or anterior neck) can track down into the chest.<br><br><b>Option A:</b> The Retropharyngeal space (""Danger Space"") extends into the <i>Posterior</i> Mediastinum."
,,,,Anatomy,Head & Neck,"A 42-year-old woman undergoes a total thyroidectomy for multinodular goitre. On the first postoperative day she notices that her voice is weak and has a new, high-pitched quality when attempting to sing or speak on higher notes. On laryngoscopic exam the vocal cord mobility is preserved but the patient cannot tense the ipsilateral vocal cord. Which nerve was most likely injured during surgery?",Recurrent laryngeal nerve,Internal branch of the superior laryngeal nerve,External branch of the superior laryngeal nerve (EBSLN),Hypoglossal nerve,Glossopharyngeal nerve,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 EBSLN supplies the cricothyroid muscle → tenses vocal cord for high pitches; injury → weak, high-pitched voice but preserved mobility (recurrent laryngeal intact).
 
 <b>Option A:</b> Recurrent laryngeal causes cord paralysis/immobility.
 
 <b>Option B:</b> Internal branch of superior laryngeal is sensory to supraglottis → loss would give sensory change, not inability to tense.
 
 <b>Option D:</b> Hypoglossal affects tongue movement.
 
 (Memory: ""external = extra tension → cricothyroid"")."
,,,,Anatomy,Head & Neck,"A 45-year-old male underwent parotid gland surgery. Postoperatively, he presents with excessive tearing and inability to fully close his eyes on the affected side. Which of the following branches of the facial nerve is likely damaged?",Temporal nerve,Temporal and zygomatic nerve,Buccal and zygomatic nerve,Zygomatic nerve,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 The Orbicularis Oculi muscle, responsible for closing the eye (blinking), is innervated by the **Temporal** and **Zygomatic** branches of the Facial Nerve. Paralysis prevents eye closure (Lagophthalmos) and disrupts the lacrimal pump mechanism, causing tears to overflow (Epiphora).
 
 <b>Option C:</b> Buccal supplies the cheek/mouth muscles.
 
 <b>Option A, D:</b> While Temporal and Zygomatic individually contribute, the combined option is most accurate for the full function of the muscle."
,,,,Anatomy,Head & Neck,"A 45-year-old man presents with painful ophthalmoplegia, headache, ptosis, and diplopia. Which of the following findings best confirms cavernous sinus involvement?",Loss of corneal reflex,Visual field defects,Miosis and anhidrosis,Facial muscle paralysis,Loss of taste sensation from anterior 2/3 of tongue,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The <b>Cavernous Sinus</b> contains CN III, IV, V1, V2, and VI. <b>Painful Ophthalmoplegia</b> (III, IV, VI) combined with <b>Loss of Corneal Reflex</b> (CN V1 - Ophthalmic nerve) localizes the lesion to the cavernous sinus (or superior orbital fissure).<br><br><b>Option B:</b> Visual field defects suggest Chiasmal/Optic tract lesions."
,,,,Anatomy,Head & Neck,"A 45-year-old woman underwent surgical excision of the left submandibular gland due to a chronic sialolith. Postoperatively, she complains of numbness on the anterior of her tongue on the same side. Which of the following nerves was most likely injured during the procedure?",Hypoglossal nerve,Glossopharyngeal nerve,Chorda tympani,Lingual nerve,Mandibular nerve,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>The <b>Lingual Nerve</b> loops intimately around the duct of the submandibular gland (Wharton's duct). During excision, it is at high risk of injury. Damage causes loss of general sensation (numbness) to the <b>Anterior 2/3 of the Tongue</b>.<br><br><b>Option A:</b> Hypoglossal injury causes motor weakness (deviation of tongue)."
,,,,Anatomy,Head & Neck,"A 50-year-old man presents with a lesion on the anterior one-third of his tongue. On examination, he has enlarged cervical lymph nodes. Most likely the first site of drainage?",Submandibular lymph nodes,Submental lymph nodes,Jugulodigastric lymph nodes,Deep cervical lymph nodes,Parotid lymph nodes,B,"The lymphatic drainage of the tongue's anterior two-thirds (excluding the tip) primarily drains bilaterally into the Submandibular lymph nodes. However, the tip of the tongue and the central lower lip drain first to the Submental lymph nodes. Given a lesion on the anterior one-third, the submental nodes are considered the first site of drainage for the midline structures in this region before draining further into the deeper nodes."
,,,,Anatomy,Head & Neck,"A 6-year-old boy presents with sore throat and earache. Examination shows a red, bulging tympanic membrane, and the pediatrician diagnoses acute otitis media. Through which of the following anatomical routes did the infection most likely reach the middle ear?",Eustachian tube,Tonsils,Pharynx,External auditory canal,Nasal cavity,A,"Acute Otitis Media is an infection of the middle ear space. The middle ear is connected to the nasopharynx by the Eustachian tube (auditory tube). In children, this tube is shorter, wider, and more horizontal, making it easier for pathogens to travel up."
,,,,Anatomy,Head & Neck,A 68-year-old smoker with bronchogenic carcinoma develops wasting and wrinkling of the right half of the tongue. Examination reveals cervical lymphadenopathy. Which cranial nerve nucleus is likely affected?,Chorda tympani,Lingual nerve,Hypoglossal nucleus,Vagus nucleus,Glossopharyngeal nucleus,C,Unilateral tongue wasting → LMN lesion of CN XII (hypoglossal). Tongue deviates toward lesion side.
,,,,Anatomy,Head & Neck,"A boy injures his teeth and hard palate while trying to open a bottle cap, resulting in bleeding and pain. Which nerve is primarily responsible for sensation in the affected area?",Lesser palatine nerve,Greater palatine nerve,Middle superior alveolar nerve,Superior alveolar nerve,Nasopalatine nerve,B,Greater Palatine nerve supplies the hard palate and gingiva.
,,,,Anatomy,Head & Neck,A child suffers from trauma to the pterion. Which vessels are at risk?,Middle meningeal artery,Internal carotid artery,Superficial temporal artery,Ophthalmic artery,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The **Pterion** is the thinnest part of the skull (temple), where the frontal, parietal, temporal, and sphenoid bones meet. The anterior division of the **Middle Meningeal Artery** runs directly underneath it. Trauma here often causes an **Epidural Hematoma**.
 
 <b>Option C:</b> Superficial temporal artery is outside the skull."
,,,,Anatomy,Head & Neck,"A child was undergoing tonsillectomy, during procedure, surgeon noticed bleeding from left tonsillar artery. Left tonsillar artery is a branch of?",Facial artery,Lingual artery,Ascending pharyngeal artery,Maxillary artery,Superior thyroid artery,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The tonsillar bed has a rich blood supply, but the main <b>Tonsillar Artery</b> is a branch of the <b>Facial Artery</b>. Hemorrhage from this vessel is a common complication of tonsillectomy.<br><br><b>Note:</b> The tonsil also receives minor twigs from the Lingual, Ascending Pharyngeal, and Maxillary, but the ""Tonsillar Artery"" specifically refers to the facial branch."
,,,,Anatomy,Head & Neck,"A child with a recurrent history of tonsillitis undergoes a tonsillectomy. During surgery, bleeding occurs from the right tonsillar artery. This artery is a branch of which vessel?",Lingual artery,Facial artery,Ascending pharyngeal artery,Descending palatine artery,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The main <b>Tonsillar Artery</b> is a branch of the <b>Facial Artery</b>."
,,,,Anatomy,Head & Neck,A female patient after thyroidectomy developed hoarseness of voice. Examination reveals vocal cords are in medial position which of the following is most likely damaged?,Posterior Cricoarytenoid,Lateral Cricoarytenoid,Vocalis,Thyroarytenoid,Cricothyroid,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The <b>Posterior Cricoarytenoid</b> is the sole <b>Abductor</b> of the vocal cords. If its nerve supply (RLN) is damaged, the opposing adductors keep the cord in a paramedian/medial position."
,,,,Anatomy,Head & Neck,A female was advised eye drops for eye infection. Two days later she complains of sour taste. The drops from eyes go first into?,Nasopharynx,Oropharynx,Mouth,Nose,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Tears/drops drain via the Nasolacrimal Duct into the Inferior Meatus of the Nose, then flow posteriorly into the <b>Nasopharynx</b>, where they can be tasted."
,,,,Anatomy,Head & Neck,"A hypertensive male presents with epistaxis, with the lateral wall of the nose involved. Which artery is most likely responsible?",Greater palatine,Sphenopalatine,Lesser palatine,Anterior ethmoidal,None of them,B,"Sphenopalatine artery (branch of Maxillary) supplies the lateral nasal wall and posterior septum. It is the ""artery of epistaxis"" for severe posterior bleeds, common in hypertensives."
,,,,Anatomy,Head & Neck,A mass in the infratemporal fossa has started eroding the floor of the middle cranial fossa. Which structure is involved?,Greater wing of sphenoid,Parietal bone,Occipital bone,Lesser wing of sphenoid,Squamous part of temporal bone,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The roof of the Infratemporal fossa (which corresponds to the floor of the Middle Cranial Fossa) is formed mainly by the greater wing of the sphenoid bone (containing Foramen Ovale and Spinosum).
 
 <b>Option D:</b> The lesser wing forms the anterior cranial fossa boundary.
 
 <b>Option E:</b> The squamous temporal bone forms the lateral wall."
,,,,Anatomy,Head & Neck,"A patient after RTA presents with a skull base fracture involving the temporal bone and foramen spinosum — Considering the damaged part, which structure does the involved artery supply?",Arachnoid,Vault of skull,Midbrain,Medulla,Cerebrum,B,Foramen spinosum transmits the Middle Meningeal Artery (MMA). MMA supplies the dura mater and the calvaria (vault of skull).
,,,,Anatomy,Head & Neck,A patient complains of vertical diplopia that worsens when walking downstairs. Which muscle is paralyzed?,Superior rectus,Inferior oblique,Superior oblique,Lateral rectus,None of them,C,Superior oblique palsy (CN IV) causes vertical diplopia worsened by looking down and in (walking downstairs).
,,,,Anatomy,Head & Neck,A patient develops hoarseness of voice after thyroidectomy but has no respiratory difficulty. Which nerve injury is most likely?,Bilateral recurrent laryngeal nerve,Unilateral recurrent laryngeal nerve,External branch of superior laryngeal nerve,Hypoglossal nerve,None of them,B,Unilateral RLN injury → hoarseness. Bilateral → airway obstruction (stridor).
,,,,Anatomy,Head & Neck,A patient develops inability to close the eye and excessive tearing after parotid gland surgery. Which pair of facial nerve branches is most likely injured?,Temporal and zygomatic branches,Buccal and zygomatic branches,Zygomatic branch only,Mandibular and cervical branches,Temporal and mandibular branches,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The <b>Temporal and Zygomatic</b> branches of the Facial Nerve (CN VII) innervate the <b>Orbicularis Oculi</b> muscle. Injury leads to paralysis of eyelid closure (lagophthalmos) and consequent tearing (epiphora) due to pump failure/exposure."
